report_month,payment_group,product_id,source_id,volume
2023-04,payment,1689,45,6281800
2023-04,payment,1702,45,3741000
2023-04,payment,1714,45,45030387
2023-04,payment,1716,45,2614500
2023-04,payment,1718,45,66476715
2023-04,payment,1719,45,9169678
2023-04,payment,1720,45,45672341
2023-04,payment,1741,45,17469074
2023-04,payment,1743,45,80000
2023-04,payment,1752,45,519800
2023-04,payment,1753,45,50000
2023-04,payment,1756,45,439800
2023-04,payment,1759,45,1390000
2023-04,payment,1761,45,228800
2023-04,payment,1765,45,3884600
2023-04,payment,1767,45,955000
2023-04,payment,1799,45,2083060
2023-04,payment,1820,45,27045755
2023-04,payment,1846,45,1260000
2023-04,payment,1849,45,4400710
2023-04,payment,1850,45,10160000
2023-04,payment,1851,45,1386000
2023-04,payment,1855,45,18120000
2023-04,payment,1875,45,9457000
2023-04,payment,1876,45,21787819
2023-04,payment,1889,45,234229267
2023-04,payment,1937,45,62251024
2023-04,payment,1949,45,117055111
2023-04,payment,1953,45,687000
2023-04,payment,1961,45,2960000
2023-04,payment,1967,45,60899041
2023-04,payment,1968,45,242000
2023-04,payment,1979,45,52000
2023-04,payment,2002,45,1446902
2023-04,payment,2003,45,939600
2023-04,payment,2172,45,28598783
2023-04,payment,2174,45,24802438
2023-04,payment,2185,45,39000
2023-04,payment,2188,45,99803216
2023-04,payment,2198,45,8631737
2023-04,payment,2200,45,96000
2023-04,payment,2202,45,2913170
2023-04,payment,2203,45,16053980
2023-04,payment,2218,45,2901000
2023-04,payment,2220,45,2358000
2023-04,payment,2221,45,489000
2023-04,payment,2225,45,358000
2023-04,payment,2236,45,37030898
2023-04,payment,2291,45,4797700
2023-04,payment,2318,45,72295568
2023-04,payment,2334,45,12333900
2023-04,payment,2335,45,1590827
2023-04,payment,2342,45,58000
2023-04,payment,2390,45,266513
2023-04,payment,2391,45,780514086
2023-04,payment,2408,45,10547550
2023-04,payment,2419,45,430000
2023-04,payment,2587,45,439999
2023-04,payment,10033,45,819877
2023-04,payment,10039,45,7872489
2023-04,payment,15067,45,1504000
2023-04,refund,1976,37,3542271587
2023-04,refund,1976,38,13831708189
2023-04,refund,1976,39,1905435543
2023-04,refund,1976,39,3679922071
